Study ID,Flag Analysis,Flag Clean,Screener,Extractor,Title,Authors,Journal name,Publication year,DOI/URL,Abstract,Country of study,Country of first author's affiliation,Climatic zone,Ecosystem Type,Study site,Location coordinates,coordinate source,Location coordinates - CLEAN,UAV Platform Type,UAV Model,Sensor Type,Sensor Model,Spatial resolution,spatial_resolution_clean,Spatial extent,spatial_extent_clean,More on spatial study design,Time series ,Temporal duration,Temporal resolution,More on temporal study design,Altitude Above Ground Level (AGL),Variables calculated,Other data included,Research topic,Objectives of the study,Key findings of the study,Role of drone data in study,Associated protocols,Associated data/imagery,Associated code
166,,,LW,HJ,"From Coastal to Montane Forest Ecosystems, Using Drones for Multi-Species Research in the Tropics","['Rahman, DA', 'Sitorus, ABY', 'Condro, AA']",Drones,2022,10.3390/drones6010006,"Biodiversity monitoring is crucial in tackling defaunation in the Anthropocene, particularly in tropical ecosystems. However, field surveys are often limited by habitat complexity, logistical constraints, financing and detectability. Hence, leveraging drones technology for species monitoring is required to overcome the caveats of conventional surveys. We investigated prospective methods for wildlife monitoring using drones in four ecosystems. We surveyed waterbird populations in Pulau Rambut, a community of ungulates in Baluran and endemic non-human primates in Gunung Halimun-Salak, Indonesia in 2021 using a DJI Matrice 300 RTK and DJI Mavic 2 Enterprise Dual with additional thermal sensors. We then, consecutively, implemented two survey methods at three sites to compare the efficacy of drones against traditional ground survey methods for each species. The results show that drone surveys provide advantages over ground surveys, including precise size estimation, less disturbance and broader area coverage. Moreover, heat signatures helped to detect species which were not easily spotted in the radiometric imagery, while the detailed radiometric imagery allowed for species identification. Our research also demonstrates that machine learning approaches show a relatively high performance in species detection. Our approaches prove promising for wildlife surveys using drones in different ecosystems in tropical forests.",Indonesia,Indonesia,Wet tropical,"Forest, Mangrove, Savanna","Pulau Rambut Wildlife Sanctuary, Baluran National Park,  Gunung Halimun Salak National Park","106.5◦41′30′′ E–5.5◦58′30′′ S, 74◦9′52.3′′ S, 114◦23′15.4′′ E, 06◦44′21′′ S 106◦31′53′′ E and 06◦44′47′′ S 106◦32′1′′ E",from study,,Multi-rotor,"DJI Matrice 300 RTK, DJI Mavic 2 Enterprise Dual","RGB, Thermal","DJI H20T, 20 MP camera with high definition 4 K/60 fps video capacity",not reported,,not reported,,Three different study areas across different ecosystem types in Indonesia,yes,14 Jan to 22 Aug 2021,"09h, 11h, 14h",,"variable, up to 120 m",Animal Detection,Ground surveys to confirm and compare animal detections against,Animal identification,,"Drone-based animal survey methods performed well, the use of thermal imagery especially helped improve accuracy",Used to compare against ground truthed animal detections ,not reported,Not available,not reported
69,,,LW,HJ,"Tree height in tropical forest as measured by different ground, proximal, and remote sensing instruments, and impacts on above ground biomass estimates","['Laurin, GV', 'Ding, J', 'Disney, M', 'Bartholomeus, H', 'Herold, M', 'Papale, D', 'Valentini, R']",International Journal of Applied Earth Observation and Geoinformation,2019,10.1016/j.jag.2019.101899,"Tree height is an important structural trait, critical in forest ecology and for above ground biomass estimate, and difficult to accurately measure in the field especially in dense forests, such as the tropical ones. The accuracy of height measurements depend on several factors including forest status, the experience of the observer, and the equipment used, with large subjectivity, heterogeneity and uncertainty in results, that can propagate when tree height is used in models. A comparison of Terrestrial Laser Scanning, Airborne Lidar Scanning, and stereo-photogrammetry (with imagery acquired by a RGB camera mounted on Unmanned Aerial Vehicle) approaches for estimating tree height was here performed, also with reference to ground methods. In fact, all those technique may increase the possibility of precise tree height measures, while reducing manual effort in comparison to more traditional ground techniques. The research was carried out in a dense tropical forest in Ghana; differences in measured heights as well as their impact on above ground biomass estimation were analyzed. All the different methods were characterized by pros and cons: the obtained results indicate that in dense forests, where sight occlusion problems occur, ground traditional techniques can lead to overestimation, while with the other mentioned techniques underestimation can occur, but in variable amount according to the considered instrument. The different height measures caused a remarkable variation in the estimated biomass of this tropical forest: more accurate height measurements are needed to reduce the uncertainty in biomass mapping efforts at any scale. Possibly, the simultaneous use of different methods can help in correctly estimate height uncertainty and reach a convergent and accurate result.",Ghana,Italy,Wet tropical,Forest,Ankasa Conservation Area,not reported,not reported,,Multi-rotor,DJI Phantom 3 Pro,"LiDAR, RGB","4 k camera, Optech GEMINI sensor","5 cm, 12-20 ppm2","16 ppm, .05 m",0.7 ha,0.7 ha,Area with botanical survey,no,"Mar 2012, Mar 2016",1 scan,"LiDAR data collected in 2012, RGB in 2016",not reported,"Biomass Estimation, Canopy Height Model, Canopy height, Tree height","Terrestrial laser scanning data, ground-truthed dbh and height information",Forest structure/dynamics,"Comparing terrestrial laser scanning, airborne LiDAR scanning, and RGB photogrammetry approaches for estimating tree height","Tree height and biomass estimation can vary widely depending on the methods used. Terrestrial laser scanning tended to overestimate tree height especially in dense forests, whereas drone-based methods tended to underestimate these metrics","Used to measure tree and canopy heights, and compare to TLS and ground-truthed estimates",not reported,not reported,not reported
36,,,OP,HJ,Precise Real-Time Detection of Nonforested Areas With UAVs,"['Cruz, HO', 'Eckert, M', 'Meneses, JM', 'Mart√≠nez, JF']",IEEE Transactions on Geoscience and Remote Sensing,2017,10.1109/TGRS.2016.2612339,"This paper presents a new method for real-time automatic detection of nonforested and eroded areas in tropical rain forests. It is based on simple image algebra between color components, which enhances the contrast between brown and green areas. A successive segmentation through multiple thresholds, based on newly proposed indices of ""brown color excess"" and the ""nonforest detection index,"" leads to a binary map that clearly identifies forested and nonforested areas. Experimental tests, performed and compared with other recommended methods based on: region growing, active contours, and clustering, outperformed in detection accuracy (F-m = 96.4%) and processing times (T-p = 0.082 s). The method presented copes well with detecting regional irregularities and reduces frequent issues of nondetection, as well as false positives caused by intensity changes, shadows, and/or partial occlusions. The low processing times achieved with the proposed method allow real-time applications for low-cost unmanned aerial vehicle and unmanned aircraft systems with conventional camera equipment.",Ecuador,Spain,Wet tropical,Forest,Cuyabeno National Park,"0°16′12″ S, 75°52′30″ W",from study,,Fixed-wing,Gavilan',RGB,not reported,not reported,,7.3 km2,7.3 km2,Areas with increased deforestation pressure,no,2 days in November,unclear,Subset of images from a larger sampling mission,"variable, 10 m to 720 m","Forest cover, Bare Soil Index",not reported,"Methodological advancement, Forest cover detection",Present a new method for real-time automatic detection of nonforested and eroded areas in tropical forests.,This method performs well,Used to refine the detection process,not reported,not reported,not reported
6,,,OP,HJ,Spatial Estimation of the Latent Heat Flux in a Tropical Dry Forest by Using Unmanned Aerial Vehicles,"['Marzahn, P', 'Flade, L', 'Sanchez-Azofeifa, A']",Forests,2020,10.3390/f11060604,"In this paper, we address the retrieval of spatially distributed latent heat flux (lambda E) over a tropical dry forest using multi-spectral and thermal unmanned aerial vehicle (UAV) imagery. The study was carried out in the Santa Rosa National Park Environmental Monitoring Super-Site, Costa Rica, in June 2016. The triangle method was used to derive lambda E from the UAV imagery and the results were compared to lambda E measurements of an eddy covariance system within the coincident eddy flux tower footprint. The tower footprint was derived using a two-dimensional parameterization model for flux footprint prediction. The comparisons with the flux tower measurements showed a mean relative difference of 10.98% with a slight overestimation of the UAV-based flux retrievals by nearly 7.7 W m(-2). The results are in good agreement with satellite-based retrievals, as provided by the literature, for which the triangle method was initially developed and mostly used so far. This study proved to be a promising approach for transferring the triangle method to UAV imagery in ecosystems such as tropical dry forests. With the presented approach, new details in spatially distributed latent heat flux estimates at ultra-high resolution are now possible, thereby potentially closing the gap in spatial resolution between satellites and flux towers. Even more, it allows tracing the latent heat flux from single trees at leaf level. Besides, this approach also opens new perspectives for the monitoring of latent heat fluxes in tropical dry forests.",Costa Rica,Germany,Dry tropical,Forest,Santa Rosa National Park Environmental Monitoring Super-Site,not reported,not reported,,Multi-rotor,Rotorkonzept-RKM 8X,"Multispectral, Thermal","Micasense RedEdge, FLIR TAU2 640","7 cm, 13 cm",".07 m, .13 m",0.1 km2,0.1 km2,Area where temperature flux measurements were occurring,no,"June 29, 2016",1 scan,wet season,assumed 100 m,Latent heat flux,Latent heat flux measured via traditional instruments,Forest microclimate,"To measure spatialy distributed latent heat flux in a tropical dry forest setting, and compare results with satellite-derived measures and tower footprints.",The results align well with satellite-based retrievals,Used to measure latent heat flux and compare to traditional methods of measurement,not reported,not reported,not reported
137,,,OP,HJ,UAV-based thermography reveals spatial and temporal variability of evapotranspiration from a tropical rainforest,"['Bulusu, M', 'Ells√§esser, F', 'Stiegler, C', 'Ahongshangbam, J', 'Marques, I', 'Hendrayanto, H', 'R√∂ll, A', 'H√∂lscher, D']",Frontiers in Forests and Global Change,2023,10.3389/ffgc.2023.1232410,"Evapotranspiration (ET) from tropical forests plays a significant role in regulating the climate system. Forests are diverse ecosystems, encompass heterogeneous site conditions and experience seasonal fluctuations of rainfall. Our objectives were to quantify ET from a tropical rainforest using high-resolution thermal images and a simple modeling framework. In lowland Sumatra, thermal infrared (TIR) images were taken from an uncrewed aerial vehicle (UAV) of upland and riparian sites during both dry and wet seasons. We predicted ET from land surface temperature data retrieved from the TIR images by applying the DATTUTDUT energy balance model. We further compared the ET estimates to ground-based sap flux measurements for selected trees and assessed the plot-level spatial and temporal variability of ET across sites and seasons. Average ET across sites and seasons was 0.48 mm h-1, which is comparable to ET from a nearby commercial oil palm plantation where this method has been validated against eddy covariance measurements. For given trees, a positive correlation was found between UAV-based ET and tree transpiration derived from ground-based sap flux measurements, thereby corroborating the observed spatial patterns. Evapotranspiration at upland sites was 11% higher than at riparian sites across all seasons. The heterogeneity of ET was lower at upland sites than at riparian sites, and increased from the dry season to the wet season. This seasonally enhanced ET variability can be an effect of local site conditions including partial flooding and diverse responses of tree species to moisture conditions. These results improve our understanding of forest-water interactions in tropical forests and can aid the further development of vegetation-atmosphere models. Further, we found that UAV-based thermography using a simple, energy balance modeling scheme is a promising method for ET assessments of natural (forest) ecosystems, notably in data scarce regions of the world.",Indonesia,Germany,Wet tropical,Forest,Harapan rainforest,"−2.23333◦, 103.31667◦",from study,,Multi-rotor,MikroKopter EASY Okto V3,Thermal,FLIR Tau 2 640,10 cm,.1 m,not reported,,upland and riparian forests,yes,"Nov 2016, July 2017, Sep 2017",3 scans,dry and wet seasons,80 m,Evapotranspiration Estimation,Ground-based sap flux measurements of evapotranspiration,"Carbon/nutrient fluxes, Plany physiological performance",To measure evapotranspiration from a series of forest sites using UAVs across the dry and wet seasons,"Found that using UAVs correlated well with ground-measured metrics, found higher evapotranspiration at upland than lowland sites, and higher in the wet season",Used to estimate evapotranspiration,not reported,Available upon request,not reported
132,,,OP,HJ,Tree Species Classification in a Complex Brazilian Tropical Forest Using Hyperspectral and LiDAR Data,"['Martins-Neto, RP', 'Tommaselli, AMG', 'Imai, NN', 'Honkavaara, E', 'Miltiadou, M', 'Moriya, EAS', 'David, HC']",Forests,2023,10.3390/f14050945,"This study experiments with different combinations of UAV hyperspectral data and LiDAR metrics for classifying eight tree species found in a Brazilian Atlantic Forest remnant, the most degraded Brazilian biome with high fragmentation but with huge structural complexity. The selection of the species was done based on the number of tree samples, which exist in the plot data and in the fact the UAV imagery does not acquire information below the forest canopy. Due to the complexity of the forest, only species that exist in the upper canopy of the remnant were included in the classification. A combination of hyperspectral UAV images and LiDAR point clouds were in the experiment. The hyperspectral images were photogrammetric and radiometric processed to obtain orthomosaics with reflectance factor values. Raw spectra were extracted from the trees, and vegetation indices (VIs) were calculated. Regarding the LiDAR data, both the point cloud-referred to as Peak Returns (PR)-and the full-waveform (FWF) LiDAR were included in this study. The point clouds were processed to normalize the intensities and heights, and different metrics for each data type (PR and FWF) were extracted. Segmentation was preformed semi-automatically using the superpixel algorithm, followed with manual correction to ensure precise tree crown delineation before tree species classification. Thirteen different classification scenarios were tested. The scenarios included spectral features and LiDAR metrics either combined or not. The best result was obtained with all features transformed with principal component analysis with an accuracy of 76%, which did not differ significantly from the scenarios using the raw spectra or VIs with PR or FWF LiDAR metrics. The combination of spectral data with geometric information from LiDAR improved the classification of tree species in a complex tropical forest, and these results can serve to inform management and conservation practices of these forest remnants.",Brazil,"Czech Republic, Brazil","Wet tropical, Moist tropical","Forest, Savanna",Ponte Branca,"52°3′0″ W, 22°25′0″ S",from study,,Multi-rotor,not reported,"LiDAR, Hyperspectral, RGB","Rikola model DT-0011, RIEGL LMS-Q680i","unclear, various resolutions reported, assuming 0.25 m, 0.5 m, 0.1 m",,not reported,,area with known tree locations recorded,no,9 Aug 2016 - 1 July 2017,1 scan per variable measured,not reported,900 m,Focal tree classification,"Known coordinates of focal trees, used for training",Plant identification,To combine UAV hyperspectral and LiDAR data to classify eight canopy tree species in a Brazilian Atlantic Forest patch,"The best results were from combining all features, which produced an accuracy of 76%",Used to collect multispectral and LiDAR data to train different classification scenarios,not reported,Not available,not reported
139,,,OP,HJ,PalmProbNet: A Probabilistic Approach to Understanding Palm Distributions in Ecuadorian Tropical Forest via Transfer Learning,"['Cui, K', 'Shao, ZS', 'Larsen, G', 'Pauca, V', 'Alqahtani, S', 'Segurado, D', 'Pinheiro, J', 'Wang, MQ', 'Lutz, D', 'Plemmons, R', 'Silman, M']","Proceedings of the 2024 ACM Southeast Conference, ACMSE",2024,10.1145/3603287.3651220,"Palms play an outsized role in tropical forests and are important resources for humans and wildlife. A central question in tropical ecosystems is understanding palm distribution and abundance. However, accurately identifying and localizing palms in geospatial imagery presents significant challenges due to dense vegetation, overlapping canopies, and variable lighting conditions in mixed-forest landscapes. Addressing this, we introduce PalmProbNet, a probabilistic approach utilizing transfer learning to analyze high-resolution UAV-derived orthomosaic imagery, enabling the detection of palm trees within the dense canopy of the Ecuadorian Rainforest. This approach represents a substantial advancement in automated palm detection, effectively pinpointing palm presence and locality in mixed tropical rainforests. Our process begins by generating an orthomosaic image from UAV images, from which we extract and label palm and non-palm image patches in two distinct sizes. These patches are then used to train models with an identical architecture, consisting of an unaltered pre-trained ResNet-18 and a Multilayer Perceptron (MLP) with specifically trained parameters. Subsequently, PalmProbNet employs a sliding window technique on the landscape orthomosaic, using both small and large window sizes to generate a probability heatmap. This heatmap effectively visualizes the distribution of palms, showcasing the scalability and adaptability of our approach in various forest densities. Despite the challenging terrain, our method demonstrated remarkable performance, achieving an accuracy of 97.32% and a Cohen's kappa of 94.59% in testing.",Ecuador,China,Wet tropical,Forest,FCAT Reserve,"00◦23′28′′ N, 79◦41′05′′ W",from study,,Multi-rotor,DJI Phantom 4 RTK,RGB,1” CMOS sensor,not reported,,95 ha,95 ha,not reported,no,June 2022,1 scan,not reported,not reported,Focal tree identification,"Ground survey for exact location of 2,929 palms in study region",Plant identification,To use transfer learning to improve palm tree detection in orthomosaic imagery from Ecuador.,"Their method performs well, with an accuracy of 97%.",Used to collect RGB imagery for ,Available upon request,Available upon request,not reported
170,,,OP,HJ,Canopy gaps and associated losses of biomass - combining UAV imagery andfield data in a central Amazon forest,"['Simonetti, A', 'Araujo, RF', 'Celes, CHS', 'Silva, FRDE', 'dos Santos, J', 'Higuchi, N', 'Trumbore, S', 'Marra, DM']",Biogeosciences,2023,10.5194/bg-20-3651-2023,"Understanding mechanisms of tree mortality and the dynamics of associated canopy gaps is relevant for robust estimates of carbon balance in forests. We combined monthly RGB images acquired from an unoccupied aerial vehicle with field surveys to identify gaps in an 18 ha plot installed in an old-growth central Amazon forest. We measured the size and shape of gaps and analyzed their temporal variation and correlation with rainfall over a period of 28 months. We further described associated modes of tree mortality (i.e., snapping, uprooting and standing dead) and branch fall and quantified associated losses of biomass. In total, we detected 32 gaps either in the images or field ranging in area from 9 to 835 m(2). Relatively small gaps (< 39 m(2)) opened by branch fall were the most frequent (11 gaps). Out of 18 gaps for which both field and image data were available, three could not be detected remotely. Gaps observed in the field but not captured on the imagery were relatively small and mainly formed by the fall of branches from live and standing dead trees. Our data show that similar to 17 % of the tree-mortality and branch-fall events only affected the lower canopy and the understory of the forest and are likely neglected by top-of-the-canopy assessments. Regardless of the detection method, the size distribution was best described by a lognormal function for gaps starting from the smallest detected size (9 and 10 m(2) for field and imagery data, respectively), and the Weibull and Power functions for gaps larger than 25 m(2). Properly assessing associated confidence intervals requires larger sample sizes. Repeated field measurements reveal that gap area does not differ significantly among modes of tree mortality or branch fall in central Amazon forests, with the last contributing the least to biomass loss. Predicting mechanisms of gap formation based on associated area and biomass loss remains challenging, which highlights the need for larger datasets. The rate of gap area formation was positively correlated with the frequency of extreme rainfall events, which may be related to a higher frequency of storms propagating extreme rain and wind gusts. While remote sensing has proven to be an accurate and precise method for mapping gaps compared to field data (i.e., ground truth), it is important to note that our sample size was relatively small. Therefore, the extrapolation of these results beyond our study region and landscape shall be made cautiously. Apart from improving landscape assessments of carbon balance, regional information on gap dynamics and associated mechanisms of formation are fundamental to address forest responses to altered disturbance regimes resulting from climate change.",Brazil,Brazil,Wet tropical,Forest,"Wind-Tree Interaction in the Amazon, and Amazon Tall Tower Observatory",2◦36′47′′ S; 60◦08′41′′ W,from study,,Multi-rotor,DJI Phantom 3 Pro,RGB,not reported,3 - 7 cm,.05 m,18 ha,18 ha,within larger study area where canopy gaps are estimated on the ground,yes,"28 months, Sep 2018 - Jan 2021",monthly,not reported,100 m,"Canopy Disturbance, Canopy gap identification",Field surveys to identify gaps,Forest structure/dynamics,"To use drone imagery and field sampling to understand the frequency and distribution of canopy gaps in an Amazonian forest, and assess what the main drivers of canopy gap formation are. ","Drone surveys did well in identifying canopy gaps, only missing small ones that were unlikely to affect top of canopy structure. Gap size followed a lognormal distribution, and it was difficult to determine the cause of most canopy gaps.","Used to detect canopy gaps via visual interpretation, and correlating with field data",not reported,https://doi.org/10.5281/zenodo.7636454,https://doi.org/10.5281/zenodo.8298693
80,,,OP,HJ,Airborne Tree Crown Detection for Predicting Spatial Heterogeneity of Canopy Transpiration in a Tropical Rainforest,"['Ahongshangbam, J', 'R√∂ll, A', 'Ells√§sser, F', 'Hendrayanto', 'H√∂lscher, D']",Remote Sensing,2020,10.3390/rs12040651,"Tropical rainforests comprise complex 3D structures and encompass heterogeneous site conditions; their transpiration contributes to climate regulation. The objectives of our study were to test the relationship between tree water use and crown metrics and to predict spatial variability of canopy transpiration across sites. In a lowland rainforest of Sumatra, we measured tree water use with sap flux techniques and simultaneously assessed crown metrics with drone-based photogrammetry. We observed a close linear relationship between individual tree water use and crown surface area (R-2 = 0.76, n = 42 trees). Uncertainties in predicting stand-level canopy transpiration were much lower using tree crown metrics than the more conventionally used stem diameter. 3D canopy segmentation analyses in combination with the tree crown-water use relationship predict substantial spatial heterogeneity in canopy transpiration. Among our eight study plots, there was a more than two-fold difference, with lower transpiration at riparian than at upland sites. In conclusion, we regard drone-based canopy segmentation and crown metrics to be very useful tools for the scaling of transpiration from tree- to stand-level. Our results indicate substantial spatial variation in crown packing and thus canopy transpiration of tropical rainforests.",Indonesia,Germany,Wet tropical,Forest,Harapan rainforest,not reported,not reported,,Multi-rotor,MikroKopter EASY Okto V3,RGB,Sony A5000,1.8 cm,.018 m,not reported,,aligns with plots where tree sap is collected,no,Aug - Dec 2016,1 scan,not reported,80 m,"Evapotranspiration Estimation, Vertical Forest Structure",Ground-based sap flux measurements of evapotranspiration,Plany physiological performance,Test relationship between tree water use and crown metrics and to predict spatial variability of canopy transpiration across sites.,3D canopy segmentation combined with tree crown-water use measurements predict spatial heterogeneity in canopy transpiration,Used to calculate 3D forest structure to model evapotranspiration,not reported,not reported,not reported
122,,,OP,HJ,Soils and topography control natural disturbance rates and thereby forest structure in a lowland tropical landscape,"['Cushman, KC', 'Detto, M', 'Garc√≠a, M', 'Muller-Landau, HC']",Ecology Letters,2022,10.1111/ele.13978,"Tree mortality is a major control over tropical forest carbon stocks globally but the strength of associations between abiotic drivers and tree mortality within forested landscapes is poorly understood. Here, we used repeat drone photogrammetry across 1500 ha of forest in Central Panama over 5 years to quantify spatial variation in canopy disturbance rates and its predictors. We identified 11,153 canopy disturbances greater than 25 m(2) in area, including treefalls, large branchfalls and standing dead trees, affecting 1.9% of area per year. Soil type, forest age and topography explained up to 46%-67% of disturbance rate variation at spatial grains of 58-64 ha, with higher rates in older forests, steeper slopes and local depressions. Furthermore, disturbance rates predicted the proportion of low canopy area across the landscape, and mean canopy height in old growth forests. Thus abiotic factors drive variation in disturbance rates and thereby forest structure at landscape scales.",Panama,Panama,Wet tropical,Forest,Barro Colorado Island,not reported,not reported,,not reported,not reported,RGB,not reported,not reported,,1500 ha,1500 ha,not reported,yes,"June - July 2015, 2018, 2020",3 scans,same time frame over three years to assess changes in canopy,not reported,Canopy Disturbance,Manual classifications of disturbances from higher-resolution monthly imagery to verify accuracy of automated canopy disturbance model,Forest structure/dynamics,Understand impact of abiotic drivers on tree mortality within forested landscapes of Panama.,"Found that soil type, forest age, and topography explained up to 67% of the disturbance rate variation in tree mortality",Used to quantify spatial variation in canopy disturbance rates,not reported,not reported,not reported
97,,,OP,HJ,"Combining UAV thermography, point cloud analysis and machine learning for assessing small-scale evapotranspiration patterns in a tropical rainforest","['Cort√©s-Molino, A', 'Vald√©s-Uribe, A', 'Ells√§sser, F', 'Bulusu, M', 'Ahongshangbam, J', 'Hendrayanto', 'H√∂lscher, D', 'R√∂ll, A']",Ecohydrology,2024,10.1002/eco.2604,"Microclimate and vegetation structure control evapotranspiration (ET) from land surfaces at stand and landscape scales. Tropical rainforests are among the most diverse and complex terrestrial ecosystems, harbouring vast plant and animal species throughout their dense multistory canopy. They contribute substantially to global precipitation through their high ET. However, there is little information about ET influences at very small spatial scales under given climatic conditions. In a tropical rainforest on Sumatra, we studied the relationship between pixel-level ET as derived from high-resolution (similar to 10 cm), near-surface thermography from an unmanned aerial vehicle (UAV) and canopy structure as derived from red-green-blue (RGB) image and three-dimensional (3D) point cloud analyses. The 16 derived potential predictors encompassed vegetation height, height variability, vegetation density and reflectance variables. Using regression models, several of the studied variables had a significant linear relationship with ET, but the explained variance was only marginal. However, applying a random forest algorithm including forward feature selection and target oriented cross validation explained substantial parts of the pixel-level variance in ET (R-2 = 0.56-0.65), thus indicating multiple non-linear relationships with interactions among predictor variables. Therein, green leaf index, leaf area density and vegetation height were often the most important variables for the prediction outcome, but their sequence varied among the four study plots. Overall, combining canopy structure variables derived from RGB photogrammetry explained relatively large parts of spatial ET variations. Our study thus indicates the large potential of combining UAV-based thermography and photogrammetry techniques with machine learning approaches to better understand ET but also suggests that more work remains to be done in explaining ET patterns at very small spatial scales.",Indonesia,"Spain, Germany",Wet tropical,Forest,Harapan rainforest,"-2.50, 102.50",approximate,,Multi-rotor,MK EASY Okto  V3,"Thermal, RGB","FLIR Tau 2 640, Omnivision OV12890 CMOS",10 cm,".1 m, .1 m",1 ha,1 ha,not reported,no,Aug 2017,1 scan,not reported,80 m,"Evapotranspiration Estimation, Vertical Forest Structure, VARI",not reported,Plany physiological performance,Understand how evapotranspiration varies at fine spatial scales in a tropical forest,The predictors only explained marginal amounts of variance. ,Used to measure high-resolution canopy structure,not reported,10.25625/IXCGWZ,10.25625/IXCGWZ
144,,,OP,HJ,Cost-effective and accurate monitoring of flowering across multiple tropical tree species over two years with a time series of high-resolution drone imagery and deep learning,"['Lee, CKF', 'Song, GQ', 'Muller-Landau, HC', 'Wu, SB', 'Wright, SJ', 'Cushman, KC', 'Araujo, RF', 'Bohlman, S', 'Zhao, YY', 'Lin, ZY', 'Sun, ZAC', 'Cheng, PCY', 'Ng, MKP', 'Wu, J']",ISPRS Journal of Photogrammetry and Remote Sensing,2023,10.1016/j.isprsjprs.2023.05.022,"Detection of flowering and quantification of flowering phenology are key to monitoring the reproduction of tropical trees and their response to global change. However, effective monitoring of flowering over various scales from individuals to forest ecosystem levels is lacking due to the relatively small sizes of flowers, diverse flowering strategies across species, and the short duration of flowering, making accurate flower detection difficult. Dronebased surveys require less time and human resources than traditional ground-based flower surveys and thus may be able to help address this in a cost-effective manner but remain underexplored in species-rich tropical forest ecosystems. Here, we developed a method that integrated the Residual Networks 50 (ResNet50) deep learning algorithm with high resolution imagery (c. 0.05 m) from monthly drone surveys done in a 50-ha tropical forest plot on Barro Colorado Island (BCI), Panam & PRIME;a, over 2018-2020 to detect a diversity of flowering species in this tree community and to track the timing of flowering throughout the year. We built a comprehensive training library of canopy components (flower, leaf, branch, and shade) from this forest plot throughout the study period, trained a single deep learning model across all drone imagery, and validated it using five-fold cross validation at the pixel scale. We further generated image- and tree-crown-specific supervised classifications to evaluate the deep learning model at the tree-crown scale. Our deep learning method accurately classified flowers (User's accuracy = 95.3 %, Producer's accuracy = 85.8 %) while maintaining high predictive power for the other three classes (Overall accuracy = 98.4 %). Our results also demonstrated high consistency against tree-crown-specific supervised classifications for flower (r2 = 0.85), leaf (r2 = 0.84), and branch (r2 = 0.92) components, with lower agreement observed for the shade component (r2 = 0.59). These results demonstrate the effectiveness of our method in advancing fine-scale flower monitoring in the tropics, with potential to be extended to other regions or other remote sensing platforms with frequent high-resolution monitoring. The method will allow us to better monitor flowering in tropical forests and improve our understanding of how phenology and reproductive success may be affected by climate change.",Panama,China,Wet tropical,Forest,Barro Colorado Island,"9◦9′12.002′′N, 79◦51′2.491′′W",from study,,Multi-rotor,DJI Phantom Pro 4,RGB,built-in RGB camera,5 cm,.05 m,50 ha,50 ha,area with ongoing seed rain collection,yes,Feb 2018 - Feb 2020,monthly,not reported,180 m,Flower identification,ground-truthed tree ID,Phenology,To use drones and Residual Networks to detect flowering events from monthly drone surveys at BCI,Their method was able to accurately identify flowering events.,Used to train and assess model for classifying flowers in RGB imagery,not reported,https://doi. org/10.1016/j.isprsjprs.2023.05.022,not reported
11,,,OP,HJ,Quantifying Leaf Phenology of Individual Trees and Species in a Tropical Forest Using Unmanned Aerial Vehicle (UAV) Images,"['Park, JY', 'Muller-Landau, HC', 'Lichstein, JW', 'Rifai, SW', 'Dandois, JP', 'Bohlman, SA']",Remote Sensing,2019,10.3390/rs11131534,"Tropical forests exhibit complex but poorly understood patterns of leaf phenology. Understanding species- and individual-level phenological patterns in tropical forests requires datasets covering large numbers of trees, which can be provided by Unmanned Aerial Vehicles (UAVs). In this paper, we test a workflow combining high-resolution RGB images (7 cm/pixel) acquired from UAVs with a machine learning algorithm to monitor tree and species leaf phenology in a tropical forest in Panama. We acquired images for 34 flight dates over a 12-month period. Crown boundaries were digitized in images and linked with forest inventory data to identify species. We evaluated predictions of leaf cover from different models that included up to 14 image features extracted for each crown on each date. The models were trained and tested with visual estimates of leaf cover from 2422 images from 85 crowns belonging to eight species spanning a range of phenological patterns. The best-performing model included both standard color metrics, as well as texture metrics that quantify within-crown variation, with r(2) of 0.84 and mean absolute error (MAE) of 7.8% in 10-fold cross-validation. In contrast, the model based only on the widely-used Green Chromatic Coordinate (GCC) index performed relatively poorly (r(2) = 0.52, MAE = 13.6%). These results highlight the utility of texture features for image analysis of tropical forest canopies, where illumination changes may diminish the utility of color indices, such as GCC. The algorithm successfully predicted both individual-tree and species patterns, with mean r(2) of 0.82 and 0.89 and mean MAE of 8.1% and 6.0% for individual- and species-level analyses, respectively. Our study is the first to develop and test methods for landscape-scale UAV monitoring of individual trees and species in diverse tropical forests. Our analyses revealed undescribed patterns of high intraspecific variation and complex leaf cover changes for some species.",Panama,USA,Wet tropical,Forest,Barro Colorado Island,"9◦9′12.002” N, 79◦51′2.491” W",from study,,Multi-rotor,not reported,RGB,Canon ELPH520HS,7 cm,.07 m,50 ha,50 ha,long term forest monitoring plot,yes,2 Oct 2014 - 30 Sep 2015,weekly flights for 1 year,not reported,200 m,"GCC, Leaf cover, Mean color indices, Texture indices",field inventory data,Phenology,To use drones to model leaf cover for different tree species over a 12 month period,"The best performing model included both standard color metrics (?), a model with only the widely-used GCC index performed poorly.",Used to measure leaf cover for many trees repeatedly,not reported,not reported,not reported
